index	genome	identifier	file	clip	scale	sum_stat	description
116	0	C-Airsac-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Airsac-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Airsac | H3K4ME3 C-Airsac-H3K4ME3-PK32 from PK32-QN-H3K4ME3
117	0	C-Airsac-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Airsac-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Airsac | H3K4ME1 C-Airsac-H3K4ME1-PK32 from PK32-QN-H3K4ME1
118	0	C-Airsac-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Airsac-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Airsac | H3K27AC C-Airsac-H3K27AC-PK32 from PK32-QN-H3K27AC
119	0	C-Airsac-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Airsac-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Airsac | H3K27ME3 C-Airsac-H3K27ME3-PK32 from PK32-QN-H3K27ME3
120	0	C-Lung-H3K4ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Lung-H3K4ME3-PK29.bw	32	2	mean	CUT&TAG:Lung | H3K4ME3 C-Lung-H3K4ME3-PK29 from H3K4me3-lung-PK29-1
121	0	C-Lung-H3K4ME1-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Lung-H3K4ME1-PK29.bw	32	2	mean	CUT&TAG:Lung | H3K4ME1 C-Lung-H3K4ME1-PK29 from H3K4me1-lung-PK29-1
122	0	C-Lung-H3K27AC-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Lung-H3K27AC-PK29.bw	32	2	mean	CUT&TAG:Lung | H3K27AC C-Lung-H3K27AC-PK29 from H3K27ac-lung-PK29-1
123	0	C-Lung-H3K27ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Lung-H3K27ME3-PK29.bw	64	1	sum	CUT&TAG:Lung | H3K27ME3 C-Lung-H3K27ME3-PK29 from H3K27me3-lung-PK29-1
124	0	C-Lung-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Lung-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Lung | H3K4ME3 C-Lung-H3K4ME3-PK32 from PK32-F-H3K4ME3
125	0	C-Lung-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Lung-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Lung | H3K4ME1 C-Lung-H3K4ME1-PK32 from PK32-F-H3K4ME1
126	0	C-Lung-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Lung-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Lung | H3K27AC C-Lung-H3K27AC-PK32 from PK32-F-H3K27AC
127	0	C-Lung-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Lung-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Lung | H3K27ME3 C-Lung-H3K27ME3-PK32 from PK32-F-H3K27ME3
128	0	C-Spleen-H3K4ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Spleen-H3K4ME3-PK29.bw	32	2	mean	CUT&TAG:Spleen | H3K4ME3 C-Spleen-H3K4ME3-PK29 from H3K4me3-spleen-PK29-1
129	0	C-Spleen-H3K4ME1-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Spleen-H3K4ME1-PK29.bw	32	2	mean	CUT&TAG:Spleen | H3K4ME1 C-Spleen-H3K4ME1-PK29 from H3K4me1-spleen-PK29-1
130	0	C-Spleen-H3K27AC-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Spleen-H3K27AC-PK29.bw	32	2	mean	CUT&TAG:Spleen | H3K27AC C-Spleen-H3K27AC-PK29 from H3K27ac-spleen-PK29-1
131	0	C-Spleen-H3K27ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Spleen-H3K27ME3-PK29.bw	64	1	sum	CUT&TAG:Spleen | H3K27ME3 C-Spleen-H3K27ME3-PK29 from H3K27me3-spleen-PK29-1
132	0	C-Spleen-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Spleen-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Spleen | H3K4ME3 C-Spleen-H3K4ME3-PK32 from PK32-PZa-H3K4ME3
133	0	C-Spleen-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Spleen-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Spleen | H3K4ME1 C-Spleen-H3K4ME1-PK32 from PK32-PZa-H3K4ME1
134	0	C-Spleen-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Spleen-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Spleen | H3K27AC C-Spleen-H3K27AC-PK32 from PK32-PZa-H3K27AC
135	0	C-Spleen-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Spleen-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Spleen | H3K27ME3 C-Spleen-H3K27ME3-PK32 from PK32-PZa-H3K27ME3
136	0	C-Thymus-H3K4ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Thymus-H3K4ME3-PK29.bw	32	2	mean	CUT&TAG:Thymus | H3K4ME3 C-Thymus-H3K4ME3-PK29 from PK29-XX-H3K4ME3
137	0	C-Thymus-H3K4ME1-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Thymus-H3K4ME1-PK29.bw	32	2	mean	CUT&TAG:Thymus | H3K4ME1 C-Thymus-H3K4ME1-PK29 from PK29-XX-H3K4ME1
138	0	C-Thymus-H3K27AC-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Thymus-H3K27AC-PK29.bw	32	2	mean	CUT&TAG:Thymus | H3K27AC C-Thymus-H3K27AC-PK29 from PK29-XX-H3K27AC
139	0	C-Thymus-H3K27ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Thymus-H3K27ME3-PK29.bw	64	1	sum	CUT&TAG:Thymus | H3K27ME3 C-Thymus-H3K27ME3-PK29 from PK29-XX-H3K27ME3
140	0	C-Thymus-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Thymus-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Thymus | H3K4ME3 C-Thymus-H3K4ME3-PK32 from PK32-XX-H3K4ME3
141	0	C-Thymus-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Thymus-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Thymus | H3K4ME1 C-Thymus-H3K4ME1-PK32 from PK32-XX-H3K4ME1
142	0	C-Thymus-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Thymus-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Thymus | H3K27AC C-Thymus-H3K27AC-PK32 from PK32-XX-H3K27AC
143	0	C-Thymus-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Thymus-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Thymus | H3K27ME3 C-Thymus-H3K27ME3-PK32 from PK32-XX-H3K27ME3
144	0	C-Bursa-H3K4ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Bursa-H3K4ME3-PK29.bw	32	2	mean	CUT&TAG:Bursa | H3K4ME3 C-Bursa-H3K4ME3-PK29 from H3K4me3-bursa-fabricius-PK29-1
145	0	C-Bursa-H3K4ME1-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Bursa-H3K4ME1-PK29.bw	32	2	mean	CUT&TAG:Bursa | H3K4ME1 C-Bursa-H3K4ME1-PK29 from H3K4me1-bursa-fabricius-PK29-1
146	0	C-Bursa-H3K27AC-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Bursa-H3K27AC-PK29.bw	32	2	mean	CUT&TAG:Bursa | H3K27AC C-Bursa-H3K27AC-PK29 from H3K27ac-bursa-fabricius-PK29-1
147	0	C-Bursa-H3K27ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Bursa-H3K27ME3-PK29.bw	64	1	sum	CUT&TAG:Bursa | H3K27ME3 C-Bursa-H3K27ME3-PK29 from H3K27me3-bursa-fabricius-PK29-1
148	0	C-Bursa-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Bursa-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Bursa | H3K4ME3 C-Bursa-H3K4ME3-PK32 from PK32-FSN-H3K4ME3
149	0	C-Bursa-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Bursa-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Bursa | H3K4ME1 C-Bursa-H3K4ME1-PK32 from PK32-FSN-H3K4ME1
150	0	C-Bursa-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Bursa-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Bursa | H3K27AC C-Bursa-H3K27AC-PK32 from PK32-FSN-H3K27AC
151	0	C-Bursa-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Bursa-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Bursa | H3K27ME3 C-Bursa-H3K27ME3-PK32 from PK32-FSN-H3K27ME3
152	0	C-Ovary-H3K4ME3-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Ovary-H3K4ME3-ZF35.bw	32	2	mean	CUT&TAG:Ovary | H3K4ME3 C-Ovary-H3K4ME3-ZF35 from ZF35-LC-H3K4ME3
153	0	C-Ovary-H3K4ME1-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Ovary-H3K4ME1-ZF35.bw	32	2	mean	CUT&TAG:Ovary | H3K4ME1 C-Ovary-H3K4ME1-ZF35 from ZF35-LC-H3K4ME1
154	0	C-Ovary-H3K27AC-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Ovary-H3K27AC-ZF35.bw	32	2	mean	CUT&TAG:Ovary | H3K27AC C-Ovary-H3K27AC-ZF35 from ZF35-LC-H3K27AC
155	0	C-Ovary-H3K27ME3-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Ovary-H3K27ME3-ZF35.bw	64	1	sum	CUT&TAG:Ovary | H3K27ME3 C-Ovary-H3K27ME3-ZF35 from ZF35-LC-H3K27ME3
156	0	C-Ovary-H3K4ME3-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Ovary-H3K4ME3-ZF36.bw	32	2	mean	CUT&TAG:Ovary | H3K4ME3 C-Ovary-H3K4ME3-ZF36 from ZF36-LC-H3K4ME3
157	0	C-Ovary-H3K4ME1-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Ovary-H3K4ME1-ZF36.bw	32	2	mean	CUT&TAG:Ovary | H3K4ME1 C-Ovary-H3K4ME1-ZF36 from ZF36-LC-H3K4ME1
158	0	C-Ovary-H3K27AC-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Ovary-H3K27AC-ZF36.bw	32	2	mean	CUT&TAG:Ovary | H3K27AC C-Ovary-H3K27AC-ZF36 from ZF36-LC-H3K27AC
159	0	C-Ovary-H3K27ME3-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Ovary-H3K27ME3-ZF36.bw	64	1	sum	CUT&TAG:Ovary | H3K27ME3 C-Ovary-H3K27ME3-ZF36 from ZF36-LC--H3K27ME3
160	0	C-Magnum-H3K4ME3-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Magnum-H3K4ME3-ZF35.bw	32	2	mean	CUT&TAG:Magnum | H3K4ME3 C-Magnum-H3K4ME3-ZF35 from ZF35-PD-H3K4ME3
161	0	C-Magnum-H3K4ME1-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Magnum-H3K4ME1-ZF35.bw	32	2	mean	CUT&TAG:Magnum | H3K4ME1 C-Magnum-H3K4ME1-ZF35 from ZF35-PD-H3K4ME1
162	0	C-Magnum-H3K27AC-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Magnum-H3K27AC-ZF35.bw	32	2	mean	CUT&TAG:Magnum | H3K27AC C-Magnum-H3K27AC-ZF35 from ZF35-PD-H3K27AC
163	0	C-Magnum-H3K27ME3-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Magnum-H3K27ME3-ZF35.bw	64	1	sum	CUT&TAG:Magnum | H3K27ME3 C-Magnum-H3K27ME3-ZF35 from ZF35-PD-H3K27ME3
164	0	C-Magnum-H3K4ME3-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Magnum-H3K4ME3-ZF36.bw	32	2	mean	CUT&TAG:Magnum | H3K4ME3 C-Magnum-H3K4ME3-ZF36 from ZF36-PD-H3K4ME3
165	0	C-Magnum-H3K4ME1-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Magnum-H3K4ME1-ZF36.bw	32	2	mean	CUT&TAG:Magnum | H3K4ME1 C-Magnum-H3K4ME1-ZF36 from ZF36-PD-H3K4ME1
166	0	C-Magnum-H3K27AC-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Magnum-H3K27AC-ZF36.bw	32	2	mean	CUT&TAG:Magnum | H3K27AC C-Magnum-H3K27AC-ZF36 from ZF36-PD-H3K27AC
167	0	C-Magnum-H3K27ME3-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Magnum-H3K27ME3-ZF36.bw	64	1	sum	CUT&TAG:Magnum | H3K27ME3 C-Magnum-H3K27ME3-ZF36 from ZF36-PD--H3K27ME3
168	0	C-Uterus-H3K4ME3-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Uterus-H3K4ME3-ZF35.bw	32	2	mean	CUT&TAG:Uterus | H3K4ME3 C-Uterus-H3K4ME3-ZF35 from ZF35-ZG-H3K4ME3
169	0	C-Uterus-H3K4ME1-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Uterus-H3K4ME1-ZF35.bw	32	2	mean	CUT&TAG:Uterus | H3K4ME1 C-Uterus-H3K4ME1-ZF35 from ZF35-ZG-H3K4ME1
170	0	C-Uterus-H3K27AC-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Uterus-H3K27AC-ZF35.bw	32	2	mean	CUT&TAG:Uterus | H3K27AC C-Uterus-H3K27AC-ZF35 from ZF35-ZG-H3K27AC
171	0	C-Uterus-H3K27ME3-ZF35	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Uterus-H3K27ME3-ZF35.bw	64	1	sum	CUT&TAG:Uterus | H3K27ME3 C-Uterus-H3K27ME3-ZF35 from ZF35-ZG-H3K27ME3
172	0	C-Uterus-H3K4ME3-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Uterus-H3K4ME3-ZF36.bw	32	2	mean	CUT&TAG:Uterus | H3K4ME3 C-Uterus-H3K4ME3-ZF36 from ZF36-ZG-H3K4ME3
173	0	C-Uterus-H3K4ME1-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Uterus-H3K4ME1-ZF36.bw	32	2	mean	CUT&TAG:Uterus | H3K4ME1 C-Uterus-H3K4ME1-ZF36 from ZF36-ZG-H3K4ME1
174	0	C-Uterus-H3K27AC-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Uterus-H3K27AC-ZF36.bw	32	2	mean	CUT&TAG:Uterus | H3K27AC C-Uterus-H3K27AC-ZF36 from ZF36-ZG-H3K27AC
175	0	C-Uterus-H3K27ME3-ZF36	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Uterus-H3K27ME3-ZF36.bw	64	1	sum	CUT&TAG:Uterus | H3K27ME3 C-Uterus-H3K27ME3-ZF36 from ZF36-ZG--H3K27ME3
176	0	C-Testis-H3K4ME3-ZF31	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Testis-H3K4ME3-ZF31.bw	32	2	mean	CUT&TAG:Testis | H3K4ME3 C-Testis-H3K4ME3-ZF31 from ZF31-GW-H3K4ME3
177	0	C-Testis-H3K4ME1-ZF31	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Testis-H3K4ME1-ZF31.bw	32	2	mean	CUT&TAG:Testis | H3K4ME1 C-Testis-H3K4ME1-ZF31 from ZF31-GW-H3K4ME1
178	0	C-Testis-H3K27AC-ZF31	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Testis-H3K27AC-ZF31.bw	32	2	mean	CUT&TAG:Testis | H3K27AC C-Testis-H3K27AC-ZF31 from ZF31-GW-H3K27AC
179	0	C-Testis-H3K27ME3-ZF31	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Testis-H3K27ME3-ZF31.bw	64	1	sum	CUT&TAG:Testis | H3K27ME3 C-Testis-H3K27ME3-ZF31 from ZF31-GW-H3K27ME3
180	0	C-Testis-H3K4ME3-ZF32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Testis-H3K4ME3-ZF32.bw	32	2	mean	CUT&TAG:Testis | H3K4ME3 C-Testis-H3K4ME3-ZF32 from ZF32-GW-H3K4ME3
181	0	C-Testis-H3K4ME1-ZF32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Testis-H3K4ME1-ZF32.bw	32	2	mean	CUT&TAG:Testis | H3K4ME1 C-Testis-H3K4ME1-ZF32 from ZF32-GW-H3K4ME1
182	0	C-Testis-H3K27AC-ZF32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Testis-H3K27AC-ZF32.bw	32	2	mean	CUT&TAG:Testis | H3K27AC C-Testis-H3K27AC-ZF32 from ZF32-GW-H3K27AC
183	0	C-Testis-H3K27ME3-ZF32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Testis-H3K27ME3-ZF32.bw	64	1	sum	CUT&TAG:Testis | H3K27ME3 C-Testis-H3K27ME3-ZF32 from ZF32-GW-H3K27ME3
184	0	C-Heart-H3K4ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Heart-H3K4ME3-PK29.bw	32	2	mean	CUT&TAG:Heart | H3K4ME3 C-Heart-H3K4ME3-PK29 from PK29-XZ-H3K4ME3-2
185	0	C-Heart-H3K4ME1-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Heart-H3K4ME1-PK29.bw	32	2	mean	CUT&TAG:Heart | H3K4ME1 C-Heart-H3K4ME1-PK29 from PK29-XZ-H3K4ME1-2
186	0	C-Heart-H3K27AC-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Heart-H3K27AC-PK29.bw	32	2	mean	CUT&TAG:Heart | H3K27AC C-Heart-H3K27AC-PK29 from PK29-XZ-H3K27AC-2
187	0	C-Heart-H3K27ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Heart-H3K27ME3-PK29.bw	64	1	sum	CUT&TAG:Heart | H3K27ME3 C-Heart-H3K27ME3-PK29 from PK29-XZ--H3K27ME3-2
188	0	C-Heart-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Heart-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Heart | H3K4ME3 C-Heart-H3K4ME3-PK32 from PK32-XZ-H3K4ME3
189	0	C-Heart-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Heart-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Heart | H3K4ME1 C-Heart-H3K4ME1-PK32 from PK32-XZ-H3K4ME1
190	0	C-Heart-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Heart-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Heart | H3K27AC C-Heart-H3K27AC-PK32 from PK32-XZ-H3K27AC
191	0	C-Heart-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Heart-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Heart | H3K27ME3 C-Heart-H3K27ME3-PK32 from PK32-XZ-H3K27ME3
192	0	C-Kidney-H3K4ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Kidney-H3K4ME3-PK29.bw	32	2	mean	CUT&TAG:Kidney | H3K4ME3 C-Kidney-H3K4ME3-PK29 from H3K4me3-kidney-PK29-1
193	0	C-Kidney-H3K4ME1-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Kidney-H3K4ME1-PK29.bw	32	2	mean	CUT&TAG:Kidney | H3K4ME1 C-Kidney-H3K4ME1-PK29 from H3K4me1-kidney-PK29-1
194	0	C-Kidney-H3K27AC-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Kidney-H3K27AC-PK29.bw	32	2	mean	CUT&TAG:Kidney | H3K27AC C-Kidney-H3K27AC-PK29 from H3K27ac-kidney-PK29-1
195	0	C-Kidney-H3K27ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Kidney-H3K27ME3-PK29.bw	64	1	sum	CUT&TAG:Kidney | H3K27ME3 C-Kidney-H3K27ME3-PK29 from H3K27me3-kidney-PK29-1
196	0	C-Kidney-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Kidney-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Kidney | H3K4ME3 C-Kidney-H3K4ME3-PK32 from PK32-SZ-H3K4ME3
197	0	C-Kidney-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Kidney-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Kidney | H3K4ME1 C-Kidney-H3K4ME1-PK32 from PK32-SZ-H3K4ME1
198	0	C-Kidney-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Kidney-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Kidney | H3K27AC C-Kidney-H3K27AC-PK32 from PK32-SZ-H3K27AC
199	0	C-Kidney-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Kidney-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Kidney | H3K27ME3 C-Kidney-H3K27ME3-PK32 from PK32-SZ-H3K27ME3
200	0	C-Liver-H3K4ME3-C1	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Liver-H3K4ME3-C1.bw	32	2	mean	CUT&TAG:Liver | H3K4ME3 C-Liver-H3K4ME3-C1 from C1-H3K4ME3-GZ
201	0	C-Liver-H3K4ME1-C2	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Liver-H3K4ME1-C2.bw	32	2	mean	CUT&TAG:Liver | H3K4ME1 C-Liver-H3K4ME1-C2 from C2-H3K4ME1-GZ
202	0	C-Liver-H3K27AC-B1	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Liver-H3K27AC-B1.bw	32	2	mean	CUT&TAG:Liver | H3K27AC C-Liver-H3K27AC-B1 from H3K27ac-liver-B1
203	0	C-Liver-H3K27ME3-C4	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Liver-H3K27ME3-C4.bw	64	1	sum	CUT&TAG:Liver | H3K27ME3 C-Liver-H3K27ME3-C4 from C4-H3K27ME3-GZ
204	0	C-Liver-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Liver-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Liver | H3K4ME3 C-Liver-H3K4ME3-PK32 from PK32-GZ-H3K4ME3
205	0	C-Liver-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Liver-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Liver | H3K4ME1 C-Liver-H3K4ME1-PK32 from PK32-GZ-H3K4ME1
206	0	C-Liver-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Liver-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Liver | H3K27AC C-Liver-H3K27AC-PK32 from PK32-GZ-H3K27AC
207	0	C-Liver-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Liver-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Liver | H3K27ME3 C-Liver-H3K27ME3-PK32 from PK32-GZ-H3K27ME3
208	0	C-Pancreas-H3K4ME3-PK2	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Pancreas-H3K4ME3-PK2.bw	32	2	mean	CUT&TAG:Pancreas | H3K4ME3 C-Pancreas-H3K4ME3-PK2 from PK2-YX-H3K4ME3
209	0	C-Pancreas-H3K4ME1-PK2	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Pancreas-H3K4ME1-PK2.bw	32	2	mean	CUT&TAG:Pancreas | H3K4ME1 C-Pancreas-H3K4ME1-PK2 from PK2-YX-H3K4ME1
210	0	C-Pancreas-H3K27AC-PK2	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Pancreas-H3K27AC-PK2.bw	32	2	mean	CUT&TAG:Pancreas | H3K27AC C-Pancreas-H3K27AC-PK2 from PK2-YX-H3K27AC
211	0	C-Pancreas-H3K27ME3-PK2	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Pancreas-H3K27ME3-PK2.bw	64	1	sum	CUT&TAG:Pancreas | H3K27ME3 C-Pancreas-H3K27ME3-PK2 from PK2-YX-H3K27ME3
212	0	C-Pancreas-H3K4ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Pancreas-H3K4ME3-PK32.bw	32	2	mean	CUT&TAG:Pancreas | H3K4ME3 C-Pancreas-H3K4ME3-PK32 from PK32-YX-H3K4ME3
213	0	C-Pancreas-H3K4ME1-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Pancreas-H3K4ME1-PK32.bw	32	2	mean	CUT&TAG:Pancreas | H3K4ME1 C-Pancreas-H3K4ME1-PK32 from PK32-YX-H3K4ME1
214	0	C-Pancreas-H3K27AC-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Pancreas-H3K27AC-PK32.bw	32	2	mean	CUT&TAG:Pancreas | H3K27AC C-Pancreas-H3K27AC-PK32 from PK32-YX-H3K27AC
215	0	C-Pancreas-H3K27ME3-PK32	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Pancreas-H3K27ME3-PK32.bw	64	1	sum	CUT&TAG:Pancreas | H3K27ME3 C-Pancreas-H3K27ME3-PK32 from PK32-YX-H3K27ME3
216	0	C-Gizzard-H3K4ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Gizzard-H3K4ME3-PK29.bw	32	2	mean	CUT&TAG:Gizzard | H3K4ME3 C-Gizzard-H3K4ME3-PK29 from PK29-JW-H3K4ME3
217	0	C-Gizzard-H3K4ME1-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Gizzard-H3K4ME1-PK29.bw	32	2	mean	CUT&TAG:Gizzard | H3K4ME1 C-Gizzard-H3K4ME1-PK29 from PK29-JW-H3K4ME1
218	0	C-Gizzard-H3K27AC-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Gizzard-H3K27AC-PK29.bw	32	2	mean	CUT&TAG:Gizzard | H3K27AC C-Gizzard-H3K27AC-PK29 from PK29-JW-H3K27AC
219	0	C-Gizzard-H3K27ME3-PK29	/path/to/data/Epigenomes/Duck/cuttag/bw/C-Gizzard-H3K27ME3-PK29.bw	64	1	sum	CUT&TAG:Gizzard | H3K27ME3 C-Gizzard-H3K27ME3-PK29 from PK29-JW-H3K27ME3
